date,Value,Geography,Age,Qualification,Year of Arrival,Country of Birth
2011,6514,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,Middle East and Asia: Other
2011,166,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,The Americas and the Caribbean: Canada
2011,350,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,The Americas and the Caribbean: United States
2011,577,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,The Americas and the Caribbean: Jamaica
2011,698,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,The Americas and the Caribbean: Other
2011,456,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,Europe: United Kingdom
2011,2094,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,Europe: Ireland
2011,598,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,748,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,724,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,3264,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,911,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,1359,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,2213,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,17394,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,Europe: Other Europe: Rest of Europe
2011,916,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,Africa: Nigeria
2011,908,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,Africa: South Africa
2011,18569,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,Africa: Other
2011,3024,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,Middle East and Asia: China
2011,13480,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,Middle East and Asia: Bangladesh
2011,8560,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,Middle East and Asia: India
2011,24791,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,Middle East and Asia: Pakistan
2011,22157,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,Middle East and Asia: Other
2011,145,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,The Americas and the Caribbean: Canada
2011,445,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,The Americas and the Caribbean: United States
2011,3507,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,The Americas and the Caribbean: Jamaica
2011,2946,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,The Americas and the Caribbean: Other
2011,762,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1991-2000,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,Europe: United Kingdom
2011,2011,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,Europe: Ireland
2011,923,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,925,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,1142,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,4354,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,1824,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,46458,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,28852,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,11789,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,Europe: Other Europe: Rest of Europe
2011,2230,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,Africa: Nigeria
2011,1742,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,Africa: South Africa
2011,32050,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,Africa: Other
2011,7348,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,Middle East and Asia: China
2011,9795,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,Middle East and Asia: Bangladesh
2011,11909,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,Middle East and Asia: India
2011,22764,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,Middle East and Asia: Pakistan
2011,48991,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,Middle East and Asia: Other
2011,272,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,The Americas and the Caribbean: Canada
2011,1626,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,The Americas and the Caribbean: United States
2011,3239,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,The Americas and the Caribbean: Jamaica
2011,5324,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,The Americas and the Caribbean: Other
2011,1818,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 2001-2011,"Antarctica, Oceania and other"
2011,7776377,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Europe: United Kingdom
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Europe: Ireland
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Europe: Other Europe: Rest of Europe
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Africa: Nigeria
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Africa: South Africa
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Africa: Other
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Middle East and Asia: China
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Middle East and Asia: Bangladesh
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Middle East and Asia: India
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Middle East and Asia: Pakistan
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Middle East and Asia: Other
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,The Americas and the Caribbean: Canada
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,The Americas and the Caribbean: United States
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,The Americas and the Caribbean: Jamaica
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,The Americas and the Caribbean: Other
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,Europe: United Kingdom
2011,5607,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,Europe: Ireland
2011,895,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,24952,England and Wales (K04000001),Age 25 to 49,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
